year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,salemonth,saleyear
2006,Nissan,Altima,2.5,Sedan,automatic,1n4al11d06n348899,nj,1,145176,silver,gray,ultra auto enterprise inc,3425,1250,2,2015
2006,Mercedes-Benz,S-Class,S500,Sedan,automatic,wdbng75j86a471004,va,2,97114,black,gray,brown's jaguar,10500,8300,12,2014
2006,Mercury,Mariner,Luxury,SUV,automatic,4m2yu56146dj00943,nc,33,88178,silver,black,coastal credit llc/virginia beach/virginia beac,5350,5800,1,2015
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d16n430544,pa,19,60548,white,gray,hertz remarketing,5425,4000,1,2015
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d66n365528,ca,,148979,silver,black,selma hyundai,2925,3100,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d56n383423,nv,,133911,brown,—,jim marsh mitsubishi suzuki kia,3275,3900,12,2014
2006,Nissan,Armada,LE,SUV,automatic,5n1aa08a76n726525,tx,,124428,gray,—,cm investments,8550,7500,12,2014
2006,Nissan,Armada,LE,SUV,,5n1aa08a46n729267,il,,177754,silver,—,mcgrath nissan inc,5300,5400,12,2014
2006,Mercedes-Benz,SLK-Class,SLK55 AMG,Convertible,automatic,wdbwk73f46f111782,nv,35,47904,black,black,sti remarketing,21300,23500,12,2014
2006,mercury,grand,marquis,,automatic,2mefm75v56x634084,ny,,154501,gray,gray,affinity auto sales,2400,1650,12,2014
2006,Mitsubishi,Galant,ES,Sedan,automatic,4a3ab56f46e018047,fl,,81208,red,gray,classic auto brokers inc,3775,5200,12,2014
2006,Nissan,Armada,SE,SUV,automatic,5n1aa08a06n706925,ga,19,151139,red,tan,wells fargo dealer services,5550,6000,12,2014
2006,Nissan,350Z,Touring,Convertible,automatic,jn1az36a56m454826,nj,19,33740,burgundy,black,victory auto group llc,11900,4800,12,2014
2006,Mercedes-Benz,M-Class,ML500,SUV,automatic,4jgbb75e26a026551,wa,,147285,white,beige,lynnwood honda,8200,7900,12,2014
2006,Nissan,Altima,2.5,Sedan,,1n4al11dx6n401673,ca,,149913,silver,—,california fleet inc,2900,4300,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d36n378124,va,19,124606,gray,gray,sterling credit corp,3500,1800,12,2014
2006,Mercedes-Benz,R-Class,R350,Wagon,automatic,4jgcb65e26a029903,va,19,138876,beige,gray,suntrust bank public,6075,4600,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d16c243266,nv,,111990,black,—,lexus of las vegas,3800,3600,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d06c106495,ga,,171026,beige,tan,paniagua auto sales ii inc,2400,2450,12,2014
2006,Nissan,Frontier,Nismo,Crew Cab,automatic,1n6ad07u16c437687,fl,,174003,black,—,k d kelley auto sales,6600,7100,12,2014
2006,,,,,manual,jn1az34d96m309060,wa,2,40034,silver,black,toyota of tacoma,11250,8900,2,2015
2006,Nissan,Armada,LE,SUV,automatic,5n1aa08a66n709800,ca,,112970,,,concord honda,9250,6500,12,2014
2006,Mercury,Montego,Premier,Sedan,automatic,1mefm42196g612000,la,,106775,black,tan,american auto brokers inc,3625,5500,12,2014
2006,Mitsubishi,Raider,LS,Double Cab,,1z7hc28k36s537622,az,,108834,gray,—,freeway chevrolet,5525,6200,12,2014
2006,Mitsubishi,Galant,ES,Sedan,automatic,4a3ab56fx6e024788,ga,19,129166,white,tan,myrddin fleet services,2525,2200,12,2014
2006,Mercedes-Benz,M-Class,ML500,SUV,automatic,4jgbb75e96a070580,fl,21,108290,gold,tan,mercedes-benz of coconut creek,9875,9500,12,2014
2006,Mitsubishi,Eclipse,GT,Hatchback,manual,4a3ak34t86e005119,fl,22,65915,black,—,innovate loan servicing corp,6425,4600,12,2014
2006,Mercury,Montego,Premier,Sedan,automatic,1mehm43146g612929,mi,,85067,gold,tan,hines park lincoln mercury inc,5050,4200,12,2014
2006,Mercury,Milan,Premier,Sedan,automatic,3mehm081x6r612704,va,19,148090,silver,gray,dt credit corporation,2775,1300,12,2014
2006,Mercury,Milan,Premier,Sedan,automatic,3mefm08126r614177,il,19,111970,green,tan,wells fargo dealer services,3950,3300,12,2014
2006,Nissan,Frontier,Nismo,Crew Cab,automatic,1n6ad07u56c470353,ga,,95368,black,black,young motors llc,11100,12500,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d66c246390,nc,,213715,blue,gray,crown nissan,1350,2700,12,2014
2006,Mercury,Mariner,Luxury,SUV,automatic,4m2cu57126kj02520,ny,,116046,silver,gray,autotrends north inc,4225,3800,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d26c102027,ca,,165830,blue,—,california fleet inc,2450,2650,12,2014
2006,Nissan,Armada,LE,SUV,,5n1aa08a06n739018,fl,,151282,gray,—,infiniti of tampa,6950,6800,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d86c214069,mo,,156072,red,—,easy credit auto sales,2750,1500,12,2014
2006,Mitsubishi,Galant,SE,Sedan,automatic,4a3ab36f46e060769,va,25,82267,burgundy,black,dt inventory,3750,5500,12,2014
2006,nissan,350z,,,manual,jn1az34d86m331549,az,29,153397,silver,black,earnhardt,4925,5500,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d76n407608,nc,,151705,white,gray,jackson's auto mart inc,2850,2900,12,2014
2006,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11d46n346299,fl,19,101070,blue,tan,hurra auto inc,4600,4200,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d16c129106,oh,29,125574,green,beige,wells fargo dealer services,3450,2000,12,2014
2006,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wdbwk56f96f104035,fl,,79941,red,beige,brandon mitsubishi,10650,10600,12,2014
2006,Nissan,Altima,2.5 S,Sedan,,1n4al11dx6c132893,va,,127052,blue,—,c & g imports inc,3450,4300,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d76c221529,va,11,190406,white,gray,dt credit corporation,1925,1900,12,2014
2006,Nissan,Armada,LE,SUV,,5n1aa08b56n714625,va,,125327,gray,—,superior wholesalers inc,8925,8800,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d96n325928,tx,19,149556,gray,gray,dt inventory,2850,1300,12,2014
2006,Mitsubishi,Eclipse,GS,Hatchback,automatic,4a3ak24f76e005777,az,,129973,red,—,d d car sales,3450,3400,12,2014
2006,Mitsubishi,Lancer,Ralliart,Sedan,manual,ja3aj66f46u007811,pa,19,83751,black,black,j magnone auto group llc,3975,3300,2,2015
2006,Mitsubishi,Galant,SE,Sedan,automatic,4a3ab36f96e061691,oh,39,83574,white,black,members auto lease inc,3950,5300,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11dx6n420661,oh,21,84624,black,gray,wells fargo dealer services,4425,3100,12,2014
2006,Nissan,Altima,2.5,Sedan,automatic,1n4al11dx6n389105,ga,19,97062,beige,beige,remarketing by ge/afs acceptance llc,4450,3500,12,2014
2006,Nissan,Armada,LE,SUV,automatic,5n1aa08b36n743329,az,,56390,silver,gray,big two toyota scion of chandler,12550,14300,12,2014
2006,mercury,grand,marquis ls,,automatic,2mefm75v26x626959,fl,,52230,blue,gray,all star autos,5150,6200,12,2014
2006,Mercedes-Benz,M-Class,ML500,SUV,automatic,4jgbb75e96a008970,il,38,77381,beige,beige,remarketing by ge/manheim chicago,11250,6500,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d26n302944,fl,,164723,black,gray,tmj of pinellas county inc,2550,2900,12,2014
2006,nissan,350z,enthusiast,,automatic,jn1az34d76m304777,mi,38,97978,blue,black,platinum motor cars,8825,7600,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d16n459509,sc,,105016,green,gray,andrew thomas motorcars,3975,6600,12,2014
2006,Mercury,Milan,Base,Sedan,automatic,3mefm07146r638871,fl,35,52234,silver,gray,santander consumer,3150,4900,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d46n310494,fl,19,168998,gold,tan,leaders financial co,2425,1300,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d26c246807,mi,2,96484,red,tan,santander consumer,4175,2700,12,2014
2006,Nissan,Frontier,LE,Crew Cab,,1n6ad07u46c464138,va,,98225,silver,—,annapolis used cars wholesale inc,9625,9300,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d86n303726,va,19,116417,blue,gray,shirlie slack mitsubishi,3700,5000,12,2014
2006,Nissan,Armada,SE,SUV,automatic,5n1aa08a86n743785,fl,,123244,silver,gray,rc auto brokers inc,7025,9200,12,2014
2006,Mercury,Milan,Premier,Sedan,automatic,3mehm08116r630654,ne,28,76290,green,tan,dm northwest inc,4725,5400,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e56a118421,nv,34,119935,blue,black,tim dahle nissan of sandy,9425,9200,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d56n412810,ny,,54854,silver,gray,della toyota della scion,5200,3650,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d06n381272,ny,,108355,red,tan,abs,4125,3200,12,2014
2006,Mitsubishi,Galant,SE,Sedan,automatic,4a3ab36f56e008454,ga,22,140153,gray,black,automobile acceptance corp,2225,3600,12,2014
2006,Nissan,Altima,2.5,Sedan,automatic,1n4al11d66n331847,mo,,172353,beige,—,steve's mobile detail,2400,2000,12,2014
2006,Nissan,Altima,2.5,Sedan,automatic,1n4al11d46c197304,mi,33,124962,white,gray,santander consumer,3850,3700,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d86n331784,ny,,84328,red,gray,fuccillo nissan of latham,5075,3150,12,2014
2006,,,,,automatic,2mefm74v96x625082,fl,19,142075,blue,gray,wheels exchange llc,2050,1300,1,2015
2006,Mercury,Mountaineer,Premier,SUV,automatic,4m2eu48826uj01967,mi,48,101600,silver,black,kevins marysville auto sales inc,5875,8300,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d76n408161,nc,19,211691,blue,black,primeritus remarketing/ias,1400,1200,12,2014
2006,Nissan,Titan,XE,King Cab,automatic,1n6ba06a16n509996,fl,,1,white,gray,millenium & associates inc,10250,550,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d76c259195,fl,,142600,white,gray,crown hyundai,3075,2900,12,2014
2006,Mercedes-Benz,SL-Class,SL500,Convertible,automatic,wdbsk75f56f109826,ca,27,58490,silver,gray,walters auto sales/service inc,21000,17750,12,2014
2006,Mercury,Mariner,Luxury,SUV,automatic,4m2yu56146dj01753,mi,28,149053,white,beige,santander consumer,3925,2900,12,2014
2006,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11d76c118860,fl,19,120378,green,tan,remarketing of america,4050,1700,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86ex6a005712,tx,26,125236,silver,black,hopper motorplex inc,9225,7500,12,2014
2006,nissan,350z,,,manual,jn1az34e36m352009,az,,48153,silver,black,bill luke fiat,11000,13700,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d56c132705,fl,21,108834,silver,black,coral springs honda,3875,4300,12,2014
2006,Mercury,Milan,Base,Sedan,automatic,3mefm07z56r653482,nv,,145615,black,—,las vegas motorcars llc,2425,2000,12,2014
2006,Mercury,Mariner,Luxury,SUV,automatic,4m2cu57136dj10761,ny,,101148,red,gray,fuccillo kia,4850,4050,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d86n308375,il,19,90281,black,gray,mercedes benz of chicago,4325,3500,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d36c207093,fl,28,112375,silver,black,nicholas financial inc/clearwater,3775,4800,12,2014
2006,mercury,grand,marquis ls premium,,automatic,2mefm75v66x634045,fl,,85265,silver,tan,r & l auto wholesale,4275,5900,12,2014
2006,Mercedes-Benz,S-Class,S500,Sedan,automatic,wdbng75j56a479030,tx,39,90423,white,beige,rii,10350,10100,1,2015
2006,Mercedes-Benz,R-Class,R350,Wagon,automatic,4jgcb65e06a023842,pa,25,103499,silver,black,manheim imports,7475,7300,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d16n404686,nv,2,115724,white,gray,lobel financial corp,3725,2400,12,2014
2006,,,,,automatic,2mefm74v86x613635,il,,63376,beige,—,family hyundai inc,5675,4500,12,2014
2006,Mercury,Milan,Premier,Sedan,automatic,3mefm08196r601121,il,,140848,red,—,brown & brown chevrolet hyundai inc,3075,1950,12,2014
2006,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11d26c202312,tx,19,119556,black,black,mid atlantic finance/clearwater,4075,3500,12,2014
2006,Mitsubishi,Lancer,ES,Sedan,automatic,ja3aj26ex6u003892,az,,72491,silver,gray,trans pacific leasing llc,3050,4250,12,2014
2006,Mercedes-Benz,S-Class,S500,Sedan,automatic,wdbng75j96a466085,fl,,192049,black,black,crown eurocars inc,7825,5600,12,2014
2006,Mercury,Mariner,Luxury,SUV,automatic,4m2yu56126kj08907,ga,29,134466,green,beige,automobile acceptance corp,4450,4500,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d06c152974,fl,,173448,black,gray,coggin nissan at the avenues,2325,2200,12,2014
2006,Mitsubishi,Lancer Evolution,IX,Sedan,manual,ja3ah86c16u048720,co,,93020,silver,black,ralph schomp honda,15350,18400,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d76c112326,pa,29,120416,gray,black,hertz remarketing,3800,3800,1,2015
2006,Mercedes-Benz,SLK-Class,SLK280,Convertible,,wdbwk54f86f108533,nj,31,90431,black,beige,petes auto sales inc,10600,9500,12,2014
2006,Nissan,Altima,2.5,Sedan,automatic,1n4al11d86c262350,tx,,105058,black,gray,all american chev of san angelo,4225,3400,12,2014
2006,Mercury,Mountaineer,Premier,SUV,automatic,4m2eu38846uj10082,nj,2,1,white,—,pelican auto finance,5675,1100,2,2015
2006,Mercedes-Benz,R-Class,R500,Wagon,automatic,4jgcb75e86a001495,fl,27,81671,gray,black,consumer portfolio services,8450,8100,12,2014
2006,Nissan,Armada,LE,SUV,automatic,5n1aa08a86n738554,ga,26,180572,gray,black,wells fargo dealer services,5125,5300,12,2014
2006,Mitsubishi,Eclipse,GT,Hatchback,manual,4a3ak34t46e005943,co,24,107918,silver,black,wells fargo dealer services,4425,4400,12,2014
2006,Mercury,Mariner,Luxury,SUV,automatic,4m2yu57196dj08843,il,,139804,beige,—,ray chevrolet inc,3250,3500,12,2014
2006,Mercury,Milan,Base,Sedan,automatic,3mefm07z96r628312,tx,,79357,brown,brown,sunland park chrysler dodge jeep ram,4375,1500,12,2014
2006,Mercedes-Benz,SL-Class,SL500,Convertible,,wdbsk75f46f110241,tx,22,1,blue,beige,us financial auto credit,7300,3600,6,2015
2006,Mercury,Monterey,Luxury,Minivan,automatic,2mrda22246bj01409,nj,,126695,silver,—,jns auto sales inc,3125,2900,12,2014
2006,Mercury,Mountaineer,Premier,SUV,automatic,4m2eu48826uj07574,ny,27,73737,white,—,ford motor credit company llc,7700,2800,1,2015
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11e76c235326,sc,,106389,green,tan,five star nissan of florence llc,3950,4200,12,2014
2006,Mitsubishi,Eclipse,GT,Hatchback,automatic,4a3ak34tx6e017059,ny,,89222,orange,black,carriage traders,5400,3700,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d86n401171,ny,,103360,silver,gray,romeo kia of kingston,4500,2600,12,2014
2006,Nissan,Armada,SE,SUV,automatic,5n1aa08bx6n712823,va,19,185977,blue,gray,pra receivables management llc,5175,4800,12,2014
2006,Mercedes-Benz,M-Class,ML350,SUV,automatic,4jgbb86e06a132274,va,37,87524,silver,black,fredericksburg remarketing,10550,6700,12,2014
2006,Mitsubishi,Eclipse,GS,Hatchback,automatic,4a3ak24fx6e045237,la,,170469,blue,—,courtesy toyota,2600,3200,12,2014
2006,Nissan,350Z,Touring,Convertible,manual,jn1az36a46m456650,nv,32,107521,black,black,main auto llc,6925,9800,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d36c259839,ne,,181569,gray,gray,performance volkswagen,2125,2700,12,2014
2006,Mercedes-Benz,R-Class,R500,Wagon,,4jgcb75e16a020521,on,38,125735,silver,black,mercedes-benz,9700,7000,12,2014
2006,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11e96c238955,tx,1,158498,gray,tan,mei finance,3025,1400,1,2015
2006,Mitsubishi,Lancer,ES,Sedan,automatic,ja3aj26ex6u061114,ga,19,114473,silver,gray,cdc fcu,2500,2700,12,2014
2006,Nissan,Frontier,Nismo,Crew Cab,automatic,1n6ad07u06c425949,ga,28,71589,black,black,germain toyota of naples/germain scion of naples,12700,8700,1,2015
2006,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,wdbwk56f56f113590,tx,35,135867,blue,black,pra receivables management llc,7125,6700,1,2015
2006,Nissan,Murano,SL,SUV,automatic,jn8az08t16w426573,az,,126876,gold,beige,great cars and trucks inc,6300,5500,12,2014
2006,Nissan,Titan,SE,Crew Cab,automatic,1n6ba07b76n516619,ny,,85002,gray,gray,j zap llc,12400,11500,12,2014
2006,Nissan,Titan,SE,King Cab,automatic,1n6ba06a46n551028,la,,165331,white,—,team honda,4650,4200,12,2014
2006,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d36l531214,fl,19,124908,burgundy,gray,envision credit union,3075,2300,12,2014
2006,Pontiac,Grand Prix,GXP,Sedan,automatic,2g2wc58c861213275,oh,3,100507,burgundy,tan,remarketing by ge/firelands fcu,5075,3100,2,2015
2006,Pontiac,G6,GTP,Coupe,automatic,1g2zm151364263883,va,37,141821,black,beige,cowles ford inc,3625,3900,12,2014
2006,Nissan,Frontier,XE,King Cab,automatic,1n6bd06t36c408916,nc,,105454,red,gray,crown nissan,5850,7100,12,2014
2006,Nissan,Sentra,1.8 S,Sedan,automatic,3n1cb51d96l515566,nj,,140038,blue,—,king of queens automotive llc,2600,2650,12,2014
2006,Nissan,Titan,SE,Crew Cab,automatic,1n6ba07a86n554111,nv,28,141854,silver,gray,one nevada credit union,6175,7200,12,2014
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e36c828175,tx,,154734,black,gray,jerry durant toyota,2975,4200,12,2014
2006,Nissan,Pathfinder,LE,SUV,automatic,5n1ar18u56c657256,ca,28,127790,black,black,lobel financial corp,6450,7100,12,2014
2006,Nissan,Murano,SL,SUV,automatic,jn8az08w16w514954,co,28,88739,silver,black,wells fargo dealer services,7250,10100,12,2014
2006,Nissan,Xterra,X,SUV,automatic,5n1an08u06c523678,il,19,95607,gray,black,nissan motor acceptance corporation,6500,3900,12,2014
2006,Nissan,Titan,LE,King Cab,automatic,1n6ba06a76n501899,fl,22,118486,gray,—,nicholas financial inc/clearwater,6425,6600,12,2014
2006,Nissan,Pathfinder,SE,SUV,automatic,5n1ar18u96c642551,ga,27,120372,black,gray,wells fargo dealer services,5450,5900,12,2014
2006,Nissan,Murano,SL,SUV,automatic,jn8az08t26w428316,az,19,142046,gray,beige,jpmorgan chase bank n.a.,5700,3500,12,2014
2006,Pontiac,G6,GT,Convertible,automatic,1g2zh368064283231,ny,35,92536,gray,black,nemer chrysler jeep dodge ram of saratoga,4775,4900,12,2014
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e56c804508,fl,,159366,white,beige,classic auto brokers inc,2700,3000,12,2014
2006,Nissan,Titan,SE,Crew Cab,automatic,1n6ba07b06n530359,fl,,64256,brown,brown,devoe buick gmc,15100,14800,12,2014
2006,Pontiac,G6,GT,Sedan,automatic,1g2zh558264128564,az,,120467,red,black,bill luke chrysler jeep and dodge inc,3375,1400,12,2014
2006,Nissan,Quest,3.5 SE,Minivan,automatic,5n1bv28u96n120898,wi,,102514,gray,gray,wilde honda,3775,2900,12,2014
2006,Nissan,Xterra,S,SUV,automatic,5n1an08u86c515568,tx,2,131191,gray,gray,time finance co,5450,4600,12,2014
2006,Nissan,Xterra,S,SUV,,5n1an08u56c511686,tx,21,115050,black,gray,dt credit corporation,5025,6400,12,2014
2006,Nissan,Xterra,S,SUV,automatic,5n1an08u36c526011,az,,91122,gray,gray,trans pacific leasing llc,6775,7000,12,2014
2006,Pontiac,G6,Base,Sedan,automatic,1g2zg558564104262,mn,,177003,silver,black,best auto sales,1975,1200,12,2014
2006,Pontiac,G6,Base,Sedan,automatic,1g2zg558564208203,ny,,133174,silver,gray,tj toyota,3250,1650,12,2014
2006,Nissan,Pathfinder,SE,SUV,automatic,5n1ar18w26c622353,ma,35,162431,blue,black,boch new to you superstore,4525,4100,12,2014
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e16c818888,ca,,152669,silver,black,lithia hyundai of fresno,3075,1700,12,2014
2006,Nissan,Xterra,S,SUV,automatic,5n1an08u76c515755,fl,,115119,,,zimmerman auto brokers inc,6000,7000,12,2014
2006,Nissan,Maxima,3.5 SE,Sedan,,1n4ba41e76c821441,md,,178397,gray,—,sheehy nissan of waldorf,2025,2700,12,2014
2006,Pontiac,G6,GT,Coupe,automatic,1g2zh178364139501,la,,180611,green,—,team honda,1900,2400,12,2014
2006,Nissan,Frontier,SE,King Cab,automatic,1n6ad06u06c454272,fl,,165444,gray,black,andrew thomas motorcars,4650,6100,12,2014
2006,Nissan,Titan,LE,Crew Cab,automatic,1n6aa07a46n514216,ga,2,131183,gold,gray,genco recovery,7325,4700,12,2014
2006,Nissan,Titan,SE,Crew Cab,automatic,1n6aa07b16n556545,ca,,95646,black,—,aaero sweet company,11950,14000,12,2014
2006,Pontiac,G6,GT,Sedan,,1g2zh558564218100,il,,117882,black,—,kingdom chevrolet inc,3450,2500,12,2014
2006,Nissan,Quest,3.5 SE,Minivan,automatic,5n1bv28u56n110675,il,,122741,gray,—,signature auto enterprises inc,3325,3500,12,2014
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e56c828114,il,,122252,black,—,high quality auto sales inc,4300,2400,12,2014
2006,Nissan,Maxima,3.5 SE,Sedan,,1n4ba41e86c860507,on,27,165880,gray,black,mercedes-benz,3350,3250,12,2014
2006,Nissan,Maxima,3.5 SE,Sedan,automatic,1n4ba41e16c866388,fl,41,100988,silver,gray,coggin nissan,5175,6800,12,2014
2006,Nissan,Murano,S,SUV,automatic,jn8az08t06w422434,az,,122521,burgundy,tan,yates buick gmc inc,5850,6200,12,2014
2006,Nissan,Murano,SL,SUV,automatic,jn8az08wx6w505928,pa,,103757,blue,black,jpmorgan chase bank n.a.,6550,5800,12,2014
2006,Pontiac,G6,GTP,Sedan,automatic,1g2zm571764199495,ma,19,105108,black,black,boch new to you superstore,4975,1950,1,2015
2006,Pontiac,G6,GTP,Coupe,automatic,1g2zm151564138612,ny,,106042,silver,gray,the lot of saratoga llc,5000,4100,12,2014
2006,Pontiac,G6,Base,Sedan,automatic,1g2zg558764236259,az,,99063,red,black,yates buick gmc inc,4250,5500,12,2014
2006,Nissan,Pathfinder,LE,SUV,automatic,5n1ar18u16c648490,ca,19,119209,white,beige,premium auto wholesale,6725,6800,12,2014
2006,Nissan,Murano,SL,SUV,automatic,jn8az08w46w515788,va,49,95035,blue,beige,blue knob auto sales inc,6725,7600,12,2014
